	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
21_13306907	21	13306907	13.502508	19.323412	23.609262	29.165739	25.659567	26.164783	21.277458	19.147625	25.299805	18.582886	12.300744	26.999416	26.531319	26.332323	18.979088
21_13308691	21	13308691	13.402549	19.270473	23.600931	29.118528	25.613674	26.126675	21.267025	19.192682	25.28685	18.58396	12.265843	26.940224	26.555796	26.331316	18.926079
21_13308900	21	13308900	13.402549	19.270473	23.600931	29.118528	25.613674	26.126675	21.267025	19.192682	25.28685	18.58396	12.265843	26.940224	26.555796	26.331316	18.926079
21_13308956	21	13308956	13.402549	19.270473	23.600931	29.118528	25.613674	26.126675	21.267025	19.192682	25.28685	18.58396	12.265843	26.940224	26.555796	26.331316	18.926079
21_13309018	21	13309018	13.402549	19.270473	23.600931	29.118528	25.613674	26.126675	21.267025	19.192682	25.28685	18.58396	12.265843	26.940224	26.555796	26.331316	18.926079
21_13316504	21	13316504	13.00114	19.051712	23.543388	28.92926	25.407204	25.984505	21.240768	19.378923	25.232025	18.589945	12.13288	26.651232	26.644526	26.331078	18.713675
21_13318251	21	13318251	12.900949	18.995947	23.523136	28.882412	25.350304	25.951649	21.238213	19.426086	25.217812	18.591839	12.101413	26.567175	26.664707	26.332113	18.661058
21_13319817	21	13319817	12.850959	18.967997	23.512161	28.859135	25.321135	25.93564	21.237549	19.449635	25.210661	18.592844	12.085958	26.523552	26.674541	26.332817	18.634905
21_13319991	21	13319991	12.850959	18.967997	23.512161	28.859135	25.321135	25.93564	21.237549	19.449635	25.210661	18.592844	12.085958	26.523552	26.674541	26.332817	18.634905
21_13320912	21	13320912	12.801062	18.940035	23.500633	28.835972	25.291502	25.91992	21.237299	19.473137	25.203487	18.593887	12.070697	26.478907	26.684225	26.333643	18.608873
21_13321060	21	13321060	12.801062	18.940035	23.500633	28.835972	25.291502	25.91992	21.237299	19.473137	25.203487	18.593887	12.070697	26.478907	26.684225	26.333643	18.608873
21_13324588	21	13324588	12.602724	18.828381	23.44916	28.744749	25.168617	25.85993	21.240465	19.566301	25.174717	18.598455	12.01163	26.290779	26.721642	26.338289	18.506277
21_13327484	21	13327484	12.45575	18.745394	23.405191	28.678185	25.072313	25.818073	21.247248	19.634771	25.15321	18.602297	11.969487	26.140585	26.748653	26.343254	18.431334
21_13341620	21	13341620	11.803661	18.383505	23.148848	28.398439	24.589521	25.660765	21.328362	19.925055	25.058258	18.624832	11.799097	25.363512	26.874189	26.384743	18.115631
21_13343930	21	13343930	11.716559	18.337284	23.10668	28.363749	24.517776	25.643642	21.34635	19.961227	25.045839	18.628595	11.778355	25.245419	26.893496	26.393158	18.076292
21_13343956	21	13343956	11.716559	18.337284	23.10668	28.363749	24.517776	25.643642	21.34635	19.961227	25.045839	18.628595	11.778355	25.245419	26.893496	26.393158	18.076292
21_13344867	21	13344867	11.67369	18.314852	23.085194	28.346981	24.481792	25.635597	21.355911	19.978718	25.039764	18.630514	11.768311	25.185957	26.903397	26.397591	18.057245
21_13349974	21	13349974	11.466557	18.21022	22.974308	28.269367	24.301361	25.600538	21.409098	20.059883	25.010801	18.640402	11.721275	24.885639	26.955896	26.421827	17.968555
21_13357321	21	13357321	11.162338	18.072889	22.788244	28.168764	24.014868	25.562284	21.51104	20.166067	24.969578	18.656446	11.6561	24.401123	27.053087	26.46666	17.850721
21_13361293	21	13361293	11.023657	18.020077	22.692999	28.130367	23.874651	25.551195	21.568539	20.207397	24.951286	18.664072	11.62745	24.160496	27.109074	26.490995	17.803415
21_13363977	21	13363977	10.957777	17.997974	22.645157	28.114323	23.80566	25.547588	21.598618	20.224981	24.942673	18.667658	11.613924	24.041281	27.13912	26.503418	17.782717
21_13366295	21	13366295	10.86332	17.970411	22.573385	28.094322	23.703846	25.544527	21.64513	20.247421	24.930344	18.672668	11.594463	23.864397	27.186871	26.52216	17.75536
21_13366562	21	13366562	10.86332	17.970411	22.573385	28.094322	23.703846	25.544527	21.64513	20.247421	24.930344	18.672668	11.594463	23.864397	27.186871	26.52216	17.75536
21_13374377	21	13374377	10.636932	17.931129	22.383919	28.065569	23.444027	25.549397	21.774822	20.283495	24.900215	18.682865	11.54582	23.408585	27.3305	26.570751	17.70376
21_13374707	21	13374707	10.636932	17.931129	22.383919	28.065569	23.444027	25.549397	21.774822	20.283495	24.900215	18.682865	11.54582	23.408585	27.3305	26.570751	17.70376
21_13375152	21	13375152	10.636932	17.931129	22.383919	28.065569	23.444027	25.549397	21.774822	20.283495	24.900215	18.682865	11.54582	23.408585	27.3305	26.570751	17.70376
21_13376292	21	13376292	10.586047	17.929312	22.337404	28.064075	23.382122	25.553387	21.807928	20.28698	24.893105	18.684471	11.534012	23.299255	27.370171	26.582106	17.695597
21_13376471	21	13376471	10.586047	17.929312	22.337404	28.064075	23.382122	25.553387	21.807928	20.28698	24.893105	18.684471	11.534012	23.299255	27.370171	26.582106	17.695597
21_13376832	21	13376832	10.586047	17.929312	22.337404	28.064075	23.382122	25.553387	21.807928	20.28698	24.893105	18.684471	11.534012	23.299255	27.370171	26.582106	17.695597
21_13377078	21	13377078	10.586047	17.929312	22.337404	28.064075	23.382122	25.553387	21.807928	20.28698	24.893105	18.684471	11.534012	23.299255	27.370171	26.582106	17.695597
21_13380478	21	13380478	10.49094	17.935463	22.245897	28.06798	23.262371	25.564449	21.874147	20.287167	24.879065	18.686226	11.510294	23.087423	27.453995	26.603207	17.684732
21_13381953	21	13381953	10.468524	17.939051	22.223387	28.070387	23.233318	25.567825	21.890615	20.285784	24.875561	18.686331	11.504288	23.036009	27.475874	26.608078	17.683125
21_13382924	21	13382924	10.446642	17.943459	22.201036	28.073364	23.204632	25.57144	21.907015	20.283827	24.872053	18.686289	11.498229	22.985258	27.498114	26.61277	17.681946
21_13384722	21	13384722	10.404454	17.954744	22.156851	28.081022	23.148375	25.579365	21.93956	20.278179	24.864975	18.685747	11.485928	22.885818	27.54368	26.621553	17.680868
21_13385244	21	13385244	10.384139	17.961622	22.135029	28.085697	23.120811	25.583664	21.955675	20.274485	24.861393	18.68524	11.479665	22.83717	27.567001	26.625624	17.680956
21_13388867	21	13388867	10.326236	17.987167	22.070751	28.103058	23.040476	25.597857	22.003202	20.259907	24.850424	18.682684	11.460314	22.695745	27.639067	26.63644	17.68364
21_13391907	21	13391907	10.272776	18.020077	22.008396	28.125338	22.963741	25.61392	22.049198	20.240072	24.838972	18.678493	11.43995	22.561476	27.714216	26.644926	17.689825
21_13395248	21	13395248	10.208158	18.075304	21.928564	28.162437	22.867266	25.638079	22.107487	20.205454	24.822689	18.67013	11.410845	22.394331	27.819086	26.652206	17.703232
21_13396205	21	13396205	10.193159	18.091124	21.909243	28.172995	22.844219	25.644588	22.121422	20.195349	24.818403	18.667515	11.403175	22.354765	27.846121	26.653248	17.707458
21_13396725	21	13396725	10.193159	18.091124	21.909243	28.172995	22.844219	25.644588	22.121422	20.195349	24.818403	18.667515	11.403175	22.354765	27.846121	26.653248	17.707458
21_13397219	21	13397219	10.178616	18.10774	21.890188	28.184044	22.821615	25.651281	22.13508	20.184666	24.814018	18.664684	11.395335	22.316113	27.873474	26.653963	17.712027
21_13397356	21	13397356	10.178616	18.10774	21.890188	28.184044	22.821615	25.651281	22.13508	20.184666	24.814018	18.664684	11.395335	22.316113	27.873474	26.653963	17.712027
21_13399490	21	13399490	10.150872	18.14336	21.8529	28.2076	22.777746	25.665209	22.161509	20.161579	24.804941	18.658365	11.379123	22.241606	27.929134	26.65439	17.722145
21_13400393	21	13400393	10.137667	18.162357	21.834677	28.220085	22.756487	25.672443	22.174253	20.149187	24.800241	18.654867	11.37074	22.205767	27.957438	26.654089	17.72769
21_13400790	21	13400790	10.137667	18.162357	21.834677	28.220085	22.756487	25.672443	22.174253	20.149187	24.800241	18.654867	11.37074	22.205767	27.957438	26.654089	17.72769
21_13400868	21	13400868	10.137667	18.162357	21.834677	28.220085	22.756487	25.672443	22.174253	20.149187	24.800241	18.654867	11.37074	22.205767	27.957438	26.654089	17.72769
21_13400911	21	13400911	10.137667	18.162357	21.834677	28.220085	22.756487	25.672443	22.174253	20.149187	24.800241	18.654867	11.37074	22.205767	27.957438	26.654089	17.72769
21_13401034	21	13401034	10.137667	18.162357	21.834677	28.220085	22.756487	25.672443	22.174253	20.149187	24.800241	18.654867	11.37074	22.205767	27.957438	26.654089	17.72769
21_13403235	21	13403235	10.100667	18.224064	21.781776	28.260279	22.695499	25.69519	22.210484	20.108656	24.785446	18.643	11.344441	22.104046	28.044233	26.65107	17.74618
21_13403408	21	13403408	10.100667	18.224064	21.781776	28.260279	22.695499	25.69519	22.210484	20.108656	24.785446	18.643	11.344441	22.104046	28.044233	26.65107	17.74618
21_13403574	21	13403574	10.100667	18.224064	21.781776	28.260279	22.695499	25.69519	22.210484	20.108656	24.785446	18.643	11.344441	22.104046	28.044233	26.65107	17.74618
21_13403634	21	13403634	10.100667	18.224064	21.781776	28.260279	22.695499	25.69519	22.210484	20.108656	24.785446	18.643	11.344441	22.104046	28.044233	26.65107	17.74618
21_13403842	21	13403842	10.100667	18.224064	21.781776	28.260279	22.695499	25.69519	22.210484	20.108656	24.785446	18.643	11.344441	22.104046	28.044233	26.65107	17.74618
21_13405863	21	13405863	10.078154	18.269096	21.748034	28.289244	22.657215	25.711229	22.232866	20.07889	24.774967	18.633917	11.325915	22.04114	28.103659	26.647243	17.759996
21_13407652	21	13407652	10.057337	18.317219	21.715563	28.319849	22.620884	25.727962	22.253736	20.046991	24.763968	18.623884	11.30657	21.982229	28.164339	26.641941	17.774952
21_13407731	21	13407731	10.057337	18.317219	21.715563	28.319849	22.620884	25.727962	22.253736	20.046991	24.763968	18.623884	11.30657	21.982229	28.164339	26.641941	17.774952
21_13408015	21	13408015	10.057337	18.317219	21.715563	28.319849	22.620884	25.727962	22.253736	20.046991	24.763968	18.623884	11.30657	21.982229	28.164339	26.641941	17.774952
21_13408557	21	13408557	10.047558	18.342432	21.699818	28.335741	22.603462	25.736589	22.263584	20.03026	24.758266	18.618511	11.296588	21.95429	28.195148	26.638723	17.782848
21_13408863	21	13408863	10.047558	18.342432	21.699818	28.335741	22.603462	25.736589	22.263584	20.03026	24.758266	18.618511	11.296588	21.95429	28.195148	26.638723	17.782848
21_13409268	21	13409268	10.038198	18.368404	21.684406	28.352005	22.58655	25.745384	22.273027	20.013014	24.752426	18.612902	11.286396	21.927368	28.22628	26.635128	17.791014
21_13409278	21	13409278	10.038198	18.368404	21.684406	28.352005	22.58655	25.745384	22.273027	20.013014	24.752426	18.612902	11.286396	21.927368	28.22628	26.635128	17.791014
21_13409638	21	13409638	10.038198	18.368404	21.684406	28.352005	22.58655	25.745384	22.273027	20.013014	24.752426	18.612902	11.286396	21.927368	28.22628	26.635128	17.791014
21_13411277	21	13411277	10.020725	18.422619	21.65461	28.385603	22.55426	25.763506	22.290678	19.97703	24.740322	18.600962	11.265389	21.876593	28.289494	26.626808	17.808132
21_13411772	21	13411772	10.020725	18.422619	21.65461	28.385603	22.55426	25.763506	22.290678	19.97703	24.740322	18.600962	11.265389	21.876593	28.289494	26.626808	17.808132
21_13411964	21	13411964	10.020725	18.422619	21.65461	28.385603	22.55426	25.763506	22.290678	19.97703	24.740322	18.600962	11.265389	21.876593	28.289494	26.626808	17.808132
21_13412623	21	13412623	10.01261	18.450853	21.64023	28.40292	22.538895	25.772829	22.298872	19.958307	24.734055	18.594631	11.254575	21.852745	28.321581	26.622076	17.817078
21_13415998	21	13415998	9.990735	18.540009	21.599241	28.456755	22.496002	25.801863	22.320847	19.899349	24.714365	18.574226	11.220886	21.787401	28.419823	26.6056	17.845396
21_13417953	21	13417953	9.978209	18.603113	21.573736	28.494091	22.470137	25.822121	22.333277	19.857826	24.700483	18.559456	11.197414	21.74902	28.486996	26.592714	17.865465
21_13418249	21	13418249	9.972563	18.635746	21.561546	28.513153	22.45804	25.832527	22.33881	19.836437	24.693312	18.551716	11.185381	21.731384	28.521099	26.585703	17.875845
21_13419388	21	13419388	9.967328	18.669096	21.549734	28.532459	22.446508	25.843122	22.343882	19.814646	24.685984	18.543753	11.173154	21.714785	28.555552	26.578318	17.886452
21_13419438	21	13419438	9.967328	18.669096	21.549734	28.532459	22.446508	25.843122	22.343882	19.814646	24.685984	18.543753	11.173154	21.714785	28.555552	26.578318	17.886452
21_13420010	21	13420010	9.967328	18.669096	21.549734	28.532459	22.446508	25.843122	22.343882	19.814646	24.685984	18.543753	11.173154	21.714785	28.555552	26.578318	17.886452
21_13423154	21	13423154	9.954082	18.773388	21.51659	28.591696	22.415354	25.87604	22.356321	19.746988	24.663067	18.518509	11.135327	21.6712	28.661047	26.553926	17.919565
21_13423425	21	13423425	9.950486	18.80954	21.506315	28.611834	22.406134	25.887402	22.359531	19.723722	24.655107	18.509651	11.122353	21.658739	28.696939	26.545065	17.931028
21_13423773	21	13423773	9.950486	18.80954	21.506315	28.611834	22.406134	25.887402	22.359531	19.723722	24.655107	18.509651	11.122353	21.658739	28.696939	26.545065	17.931028
21_13426130	21	13426130	9.94452	18.883902	21.486935	28.652613	22.389482	25.910709	22.364531	19.676203	24.63871	18.491287	11.095875	21.636904	28.769848	26.526241	17.954554
21_13428532	21	13428532	9.938621	19.000471	21.460817	28.714815	22.369024	25.947201	22.368469	19.602671	24.612911	18.462152	11.054898	21.61183	28.882088	26.495337	17.991301
21_13430273	21	13430273	9.936703	19.081444	21.445383	28.756813	22.358448	25.972559	22.368717	19.552317	24.594896	18.441704	11.026794	21.600193	28.958885	26.472998	18.01672
21_13430277	21	13430277	9.936703	19.081444	21.445383	28.756813	22.358448	25.972559	22.368717	19.552317	24.594896	18.441704	11.026794	21.600193	28.958885	26.472998	18.01672
21_13430429	21	13430429	9.936703	19.081444	21.445383	28.756813	22.358448	25.972559	22.368717	19.552317	24.594896	18.441704	11.026794	21.600193	28.958885	26.472998	18.01672
21_13443583	21	13443583	9.961903	19.666309	21.383432	29.031862	22.351337	26.158329	22.324396	19.207708	24.461578	18.290743	10.831567	21.621294	29.498819	26.296616	18.197485
21_13446089	21	13446089	9.971233	19.764383	21.379629	29.073387	22.359896	26.190199	22.31073	19.153261	24.43856	18.265038	10.800028	21.63905	29.58839	26.265121	18.227324
21_13446612	21	13446612	9.976406	19.814131	21.378277	29.093969	22.365143	26.206461	22.30324	19.126005	24.426805	18.251966	10.784146	21.649334	29.633841	26.248978	18.242413
